영업상태코드,영업상태명,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),영업장주변구분명,전화번호,주소,위도_user,경도_user
1,영업/정상,120802,서울특별시 서대문구 남가좌동 102-16번지,"서울특별시 서대문구 수색로2길 8, 1층 (남가좌동)",3712.0,GS25뉴모래내제일,편의점,192536.3053,451880.219,,,서울특별시 서대문구 남가좌동 102-16번지,37.5691774,126.9163041
1,영업/정상,120853,서울특별시 서대문구 홍제동 47-10번지 가동 101호,"서울특별시 서대문구 통일로 333, 가동 1층 101호 (홍제동)",3731.0,세븐일레븐 서대문푸르지오점,기타 휴게음식점,195657.8432,453113.7448,기타,,서울특별시 서대문구 홍제동 47-10번지 가동 101호,37.5803115,126.9516304
1,영업/정상,120-800,서울특별시 서대문구 남가좌동 5-5,"서울특별시 서대문구 명지대1라길 24-4, 1층 (남가좌동)",3673.0,씨유명지드림점,편의점,193091.2401,453296.2077,,,서울특별시 서대문구 남가좌동 5-5,37.5819397,126.9225721
1,영업/정상,120-833,서울특별시 서대문구 창천동 29-81 신촌르메이에르타운5,"서울특별시 서대문구 신촌로 109, 신촌르메이에르타운5 105?106?107호 (창천동)",3779.0,씨유뉴신촌역점,편의점,194474.8194,450422.3742,,,서울특별시 서대문구 창천동 29-81 신촌르메이에르타운5,37.5557576,126.9381404
1,영업/정상,120-830,서울특별시 서대문구 연희동 344-98,"서울특별시 서대문구 성산로 380, 2층 (연희동)",3727.0,세븐일레븐 연대제일점,편의점,193803.8733,451184.219,,02-3284-8129,서울특별시 서대문구 연희동 344-98,37.5629161,126.930658
1,영업/정상,120012,서울특별시 서대문구 충정로2가 7-2번지,서울특별시 서대문구 통일로 131 (충정로2가),3735.0,GS25 서대문점,기타 휴게음식점,196921.2659,451546.6504,,,서울특별시 서대문구 충정로2가 7-2번지,37.5661974,126.9659403
1,영업/정상,120848,서울특별시 서대문구 홍은동 403-1번지,서울특별시 서대문구 가좌로 79 (홍은동),3663.0,GS25서대문홍은점,기타 휴게음식점,193572.4956,453090.7003,,,서울특별시 서대문구 홍은동 403-1번지,37.5800916,126.9280223
1,영업/정상,120020,서울특별시 서대문구 미근동 21-1번지,서울특별시 서대문구 충정로 60 (미근동),3740.0,씨유서대문타워점,편의점,196947.2497,451285.8258,,,서울특별시 서대문구 미근동 21-1번지,37.5638475,126.9662355
1,영업/정상,120810,서울특별시 서대문구 북가좌동 5-95번지,"서울특별시 서대문구 증가로12가길 78, 1층 (북가좌동)",3671.0,GS25북가좌중앙,편의점,192695.4841,453195.1159,,02-303-6305,서울특별시 서대문구 북가좌동 5-95번지,37.5810258,126.9180927
1,영업/정상,120843,서울특별시 서대문구 홍은동 19-19번지 북한산 두산 위브,"서울특별시 서대문구 홍은중앙로3길 9, 1층 104호 (홍은동, 북한산 두산 위브)",3610.0,씨유 홍은두산위브점,편의점,195134.9659,455095.8192,,,서울특별시 서대문구 홍은동 19-19번지 북한산 두산 위브,37.5978409,126.9458399
1,영업/정상,120-090,"서울특별시 서대문구 홍제동 308-86 , 1층","서울특별시 서대문구 통일로39길 34, 1층 (홍제동)",3637.0,씨유 홍제한빛점,편의점,194860.2828,453932.7259,,,"서울특별시 서대문구 홍제동 308-86 , 1층",37.5876863,126.9425953
1,영업/정상,120100,서울특별시 서대문구 홍은동 48-78,"서울특별시 서대문구 세검정로1길 96, 1층 (홍은동)",3611.0,씨유 홍은벽산점,편의점,195176.838,454683.2373,,02-379-3315,서울특별시 서대문구 홍은동 48-78,37.59444999999999,126.9461744
1,영업/정상,120816,서울특별시 서대문구 북가좌동 372-4번지,"서울특별시 서대문구 수색로10길 40, 1층 (북가좌동)",3714.0,CU북가좌월드컵점,편의점,191497.867,452713.9694,,02-302-1851,서울특별시 서대문구 북가좌동 372-4번지,37.5766803,126.9045399
1,영업/정상,120830,서울특별시 서대문구 연희동 353-93번지 JD빌딩,"서울특별시 서대문구 연희로4길 5, 1층 (연희동)",3781.0,이마트24 서대문연희점,편의점,193541.8634,451055.8451,,,서울특별시 서대문구 연희동 353-93번지 JD빌딩,37.561758,126.9276914
1,영업/정상,137840,서울특별시 서초구 방배동 877-33 1층,"서울특별시 서초구 서초대로29길 27, 1층 (방배동)",6588.0,씨유 방배카페거리점,편의점,199479.1382,443029.5731,,,서울특별시 서초구 방배동 877-33 1층,37.4894642,126.9948993
1,영업/정상,120824,서울특별시 서대문구 연희동 81-14 1층,"서울특별시 서대문구 연희로25길 45, 1층 (연희동)",3699.0,씨유 연희본점,편의점,194077.8439,452122.3077,,,서울특별시 서대문구 연희동 81-14 1층,37.5713699,126.9337513
1,영업/정상,120827,서울특별시 서대문구 연희동 150-5번지,"서울특별시 서대문구 연희로 207, 1층 (연희동)",3696.0,CU연희안산점,편의점,194194.4204,452591.089,,,서울특별시 서대문구 연희동 150-5번지,37.5755943,126.9350671
1,영업/정상,120825,서울특별시 서대문구 연희동 133-1번지 범우빌딩,"서울특별시 서대문구 증가로 9, 범우빌딩 1층 (연희동)",3703.0,세븐일레븐 연희본점,편의점,193867.7569,451877.4427,,,서울특별시 서대문구 연희동 133-1번지 범우빌딩,37.5691725,126.9313351
1,영업/정상,120825,서울특별시 서대문구 연희동 116-5번지 1층,"서울특별시 서대문구 연희로11바길 2, 1층 (연희동)",3701.0,씨유(CU)연희서연점,편의점,193601.5656,451889.4198,,070-4103-0250,서울특별시 서대문구 연희동 116-5번지 1층,37.5692684,126.928362
1,영업/정상,150895,서울특별시 영등포구 여의도동 54-6 영창빌딩,"서울특별시 영등포구 여의대방로68길 15, 영창빌딩 102호, 103호 (여의도동)",7343.0,지에스(GS)25 여의월드점,편의점,193999.8404,446201.5911,,,서울특별시 영등포구 여의도동 54-6 영창빌딩,37.5179624,126.9329003
1,영업/정상,120030,서울특별시 서대문구 합동 117 충정로대우디오빌,"서울특별시 서대문구 서소문로 37, 충정로대우디오빌 1층 107호 (합동)",3741.0,씨유 충정로 프랑스점,편의점,196892.0924,450948.9155,,,서울특별시 서대문구 합동 117 충정로대우디오빌,37.5607575,126.9655542
1,영업/정상,120827,서울특별시 서대문구 연희동 78-43 옥산빌딩,"서울특별시 서대문구 연희로 177, 옥산빌딩 2층 (연희동)",3697.0,세븐일레븐 연희점,편의점,194211.0232,452303.8918,,,서울특별시 서대문구 연희동 78-43 옥산빌딩,37.5729777,126.9352513
1,영업/정상,120-749,서울특별시 서대문구 신촌동 134 연세대학교,"서울특별시 서대문구 연세로 50, 연세대학교 과학관 1층 103호 (신촌동)",3722.0,세븐일레븐 연세대과학관점,편의점,194584.9592,451381.5855,,02-3284-8112,서울특별시 서대문구 신촌동 134 연세대학교,37.5646993,126.9394972
1,영업/정상,120841,서울특별시 서대문구 홍은동 9-106번지,"서울특별시 서대문구 홍은중앙로 96, 1층 (홍은동)",3605.0,세븐일레븐 홍은중앙길점,편의점,195343.8991,455203.4227,,,서울특별시 서대문구 홍은동 9-106번지,37.5991377,126.9480627
1,영업/정상,120857,서울특별시 서대문구 홍제동 267-48 한샘교회,"서울특별시 서대문구 세무서8길 21, 한샘교회 1층 (홍제동)",3625.0,지에스25 홍제스타점,편의점,195333.4972,454261.463,,,서울특별시 서대문구 홍제동 267-48 한샘교회,37.5906507,126.947951
1,영업/정상,120848,서울특별시 서대문구 홍은동 401-40 송정빌딩,"서울특별시 서대문구 거북골로 10, 송정빌딩 (홍은동)",3675.0,지에스25 명지송정점,편의점,193383.1913,453201.5773,,,서울특별시 서대문구 홍은동 401-40 송정빌딩,37.5810892,126.9258782
1,영업/정상,120-809,서울특별시 서대문구 대현동 90-42,"서울특별시 서대문구 이화여대1길 30, A동 102호호 (대현동)",3766.0,씨유 이대빌리지점,편의점,194996.6811,450568.7361,,,서울특별시 서대문구 대현동 90-42,37.5573779,126.9441629
1,영업/정상,120859,서울특별시 서대문구 홍제동 321 1층,"서울특별시 서대문구 모래내로 436, 1층 (홍제동)",3728.0,씨유 홍제성원점,편의점,194952.898,453552.2617,,,서울특별시 서대문구 홍제동 321 1층,37.5842589,126.9436466
1,영업/정상,120-865,서울특별시 서대문구 북아현동 1-37 1층,"서울특별시 서대문구 북아현로14길 35, 1층 (북아현동)",3749.0,씨유 북아현햇님점,편의점,196163.7314,451222.1498,,,서울특별시 서대문구 북아현동 1-37 1층,37.5632708,126.9573676
1,영업/정상,120859,서울특별시 서대문구 홍제동 330-57번지,"서울특별시 서대문구 통일로 461, 1층 다호 (홍제동)",3636.0,씨유(CU)홍제통일로점,편의점,194897.36,454124.2281,,,서울특별시 서대문구 홍제동 330-57번지,37.5894119,126.9430138
1,영업/정상,120810,서울특별시 서대문구 북가좌동 3-101 로운힐,"서울특별시 서대문구 증가로24라길 1, 지1층 (북가좌동, 로운힐)",3668.0,GS25 북가좌센터점,편의점,192578.322,453346.5484,,,서울특별시 서대문구 북가좌동 3-101 로운힐,37.58238920000001,126.9167647
1,영업/정상,120857,서울특별시 서대문구 홍제동 249-1,"서울특별시 서대문구 세무서길 31, 1층 (홍제동)",3629.0,지에스25 홍제점,편의점,195114.2881,454133.6101,,,서울특별시 서대문구 홍제동 249-1,37.5894976,126.9454698
1,영업/정상,120833,서울특별시 서대문구 창천동 18-3,"서울특별시 서대문구 명물길 12-6, 1층 (창천동)",3777.0,GS25 신촌으뜸점,편의점,194421.8118,450559.5544,,,서울특별시 서대문구 창천동 18-3,37.5572918,126.9376569
1,영업/정상,120-834,서울특별시 서대문구 창천동 62-22 1층,"서울특별시 서대문구 연세로5다길 22-3, 1층 (창천동)",3787.0,세븐일레븐 신촌3호점,편의점,194125.7386,450504.5915,,,서울특별시 서대문구 창천동 62-22 1층,37.5567948,126.9343065
1,영업/정상,120-013,서울특별시 서대문구 충정로3가 465 충정리시온,"서울특별시 서대문구 서소문로 27, 1층 104호 (충정로3가, 충정리시온)",3741.0,씨유 충정로역점,기타 휴게음식점,196824.0727,450890.6641,,,서울특별시 서대문구 충정로3가 465 충정리시온,37.5602081,126.9647483
1,영업/정상,120813,서울특별시 서대문구 북가좌동 306-17번지 서부프라자빌딩,"서울특별시 서대문구 응암로 54, 서부프라자빌딩 지하1층 (북가좌동)",3691.0,(주)지에스리테일 북가좌점,기타 휴게음식점,192000.9459,452848.0091,,,서울특별시 서대문구 북가좌동 306-17번지 서부프라자빌딩,37.5781438,126.9101543
1,영업/정상,120013,서울특별시 서대문구 충정로3가 480번지 더스타일하우스디센트럴,"서울특별시 서대문구 경기대로 26-26, 201동 지하1층 2,3호 (충정로3가, 더스타일하우스디센트럴)",3737.0,세븐일레븐 어바니엘 충정로점,편의점,,,,,서울특별시 서대문구 충정로3가 480번지 더스타일하우스디센트럴,37.5613001,126.962259
1,영업/정상,120802,서울특별시 서대문구 남가좌동 119-35번지 상가1층,"서울특별시 서대문구 모래내로15길 30, 상가1층 (남가좌동)",3710.0,CU 가재울소망점,편의점,192903.8934,452331.9081,,,서울특별시 서대문구 남가좌동 119-35번지 상가1층,37.57325,126.9204605
1,영업/정상,120825,서울특별시 서대문구 연희동 106-3,"서울특별시 서대문구 증가로 49, 1층 (연희동)",3702.0,씨유 연희센트럴점,편의점,193648.3186,452220.9704,,,서울특별시 서대문구 연희동 106-3,37.5722559,126.9288883
1,영업/정상,120861,서울특별시 서대문구 홍제동 367-9 1층,"서울특별시 서대문구 모래내로 393, 1층 (홍제동)",3643.0,지에스25(GS)홍제송죽원,편의점,194530.353,453512.4414,,,서울특별시 서대문구 홍제동 367-9 1층,37.5838977,126.938863
1,영업/정상,120130,"서울특별시 서대문구 북가좌동 484 105, 106호 ","서울특별시 서대문구 수색로6길 17-14, 105,106호 (북가좌동)",3709.0,GS25뉴가재울삼성,기타 휴게음식점,192178.6342,452110.7227,,,"서울특별시 서대문구 북가좌동 484 105, 106호 ",37.5712513,126.912253
1,영업/정상,120806,서울특별시 서대문구 남가좌동 335-1,"서울특별시 서대문구 모래내로 241-59, 1층 (남가좌동)",3693.0,세븐일레븐 남가좌점,편의점,193260.442,452632.8121,,,서울특별시 서대문구 남가좌동 335-1,37.5759638,126.9244938
1,영업/정상,120090,서울특별시 서대문구 홍제동 454,"서울특별시 서대문구 세검정로 140, 지하1층 B06호 (홍제동)",3620.0,이마트24 홍제행복,편의점,195723.5391,454754.8995,,,서울특별시 서대문구 홍제동 454,37.5950984,126.9523644
1,영업/정상,120830,서울특별시 서대문구 연희동 287-16,"서울특별시 서대문구 연희로8길 7, 1층 101호 (연희동)",3725.0,이마트24R연희프리미엄점,편의점,193801.1881,451480.3998,,,서울특별시 서대문구 연희동 287-16,37.5655846,126.9306251
1,영업/정상,120832,서울특별시 서대문구 연희동 609번지,"서울특별시 서대문구 증가로 83, 1층 (연희동)",3700.0,지에스25 서대문연희점,편의점,193467.837,452491.54,,,서울특별시 서대문구 연희동 609번지,37.5746925,126.9268428
1,영업/정상,120801,서울특별시 서대문구 남가좌동 50-3 명지대학교,"서울특별시 서대문구 거북골로 34, 명지대학교 1층 (남가좌동)",3674.0,세븐일레븐 명지대어반캠퍼스점,기타 휴게음식점,193139.5239,453106.0026,,,서울특별시 서대문구 남가좌동 50-3 명지대학교,37.5802263,126.9231205
1,영업/정상,120-840,서울특별시 서대문구 충정로3가 250-5 충정아파트,"서울특별시 서대문구 충정로 30, 105호 (충정로3가, 충정아파트)",3741.0,세븐일레븐 충정로3가점,편의점,196770.0952,451052.4269,,02-3284-8116,서울특별시 서대문구 충정로3가 250-5 충정아파트,37.5615341,126.964087
1,영업/정상,120861,서울특별시 서대문구 홍제동 361-5번지 삼정교회,"서울특별시 서대문구 홍제내2나길 2, 지상1층 (홍제동)",3642.0,지에스25 홍제온누리점,편의점,194314.6724,453616.4737,,,서울특별시 서대문구 홍제동 361-5번지 삼정교회,37.5848337,126.9364203
1,영업/정상,120-855,서울특별시 서대문구 홍제동 157-73 1층,"서울특별시 서대문구 모래내로 461, 1층 (홍제동)",3646.0,세븐일레븐 홍제카페점,편의점,195137.9437,453720.7475,,02-3284-8116,서울특별시 서대문구 홍제동 157-73 1층,37.5857779,126.9457405
1,영업/정상,120852,서울특별시 서대문구 홍제동 6-23,"서울특별시 서대문구 세검정로4가길 18, 1층 (홍제동)",3620.0,지에스25 홍제유원점,편의점,195556.8115,454682.0878,,,서울특별시 서대문구 홍제동 6-23,37.5944416,126.9504769
1,영업/정상,120-856,서울특별시 서대문구 홍제동 217-2 1층,"서울특별시 서대문구 세무서2길 22, 1층 (홍제동)",3630.0,씨유 홍제센트럴점,편의점,195229.0906,454049.944,,,서울특별시 서대문구 홍제동 217-2 1층,37.5887444,126.9467703
1,영업/정상,120868,서울특별시 서대문구 홍제동 464 무악재한화아파트 상가동 101호,"서울특별시 서대문구 통일로 357, 상가동 1층 101호 (홍제동, 무악재한화아파트)",3730.0,지에스25 홍제한화점,편의점,195485.2969,453319.11,,,서울특별시 서대문구 홍제동 464 무악재한화아파트 상가동 101호,37.5821378,126.9497885
1,영업/정상,120863,서울특별시 서대문구 홍제동 282-34,"서울특별시 서대문구 세검정로4길 10, 1층 (홍제동)",3622.0,이마트24 홍제문화공원,편의점,195408.7592,454667.7529,,,서울특별시 서대문구 홍제동 282-34,37.5943117,126.9488006
1,영업/정상,120-825,서울특별시 서대문구 연희동 132-43 경원탕,"서울특별시 서대문구 연희맛로 25, 경원탕 1층 (연희동)",3703.0,세븐일레븐 연희로데오점,편의점,193765.0903,451683.9737,,02-3284-8116,서울특별시 서대문구 연희동 132-43 경원탕,37.5674185,126.9302148
1,영업/정상,120847,서울특별시 서대문구 홍은동 274-89 1층,"서울특별시 서대문구 모래내로 344, 1층 (홍은동)",3658.0,씨유 홍제천점,편의점,194176.502,453154.0831,,,서울특별시 서대문구 홍은동 274-89 1층,37.58066669999999,126.9348597
1,영업/정상,120812,서울특별시 서대문구 북가좌동 299-1,"서울특별시 서대문구 응암로2길 10, 1층 (북가좌동)",3683.0,CU북가좌에셀점,편의점,192173.5883,453112.7609,,,서울특별시 서대문구 북가좌동 299-1,37.58027939999999,126.9121851
1,영업/정상,120809,서울특별시 서대문구 대현동 110-69 다솔빌딩,"서울특별시 서대문구 신촌역로 33, 다솔빌딩 지하1층 (대현동)",3777.0,씨유 신촌기차역점,편의점,194785.7158,450744.9245,,,서울특별시 서대문구 대현동 110-69 다솔빌딩,37.5588996,126.9417562
1,영업/정상,120835,서울특별시 서대문구 창천동 111-15 수&수 빌딩 1층,"서울특별시 서대문구 신촌로11길 15, 수&수 빌딩 1층 (창천동)",3786.0,세븐일레븐 신촌제일점,편의점,193995.0914,450569.0755,,,서울특별시 서대문구 창천동 111-15 수&수 빌딩 1층,37.557375,126.9328274
1,영업/정상,120190,서울특별시 서대문구 북아현동 1009 두산아파트,"서울특별시 서대문구 이화여대8길 62, 1층 (북아현동, 두산아파트)",3769.0,씨유(CU) 서대문센트럴점,편의점,195522.1857,450768.2955,,,서울특별시 서대문구 북아현동 1009 두산아파트,37.5596587,126.9498031
1,영업/정상,120848,서울특별시 서대문구 홍은동 356-1번지 명지전문대학 지하1층,"서울특별시 서대문구 가좌로 134, 명지전문대학 지하1층 (홍은동)",3656.0,씨유 명지전문대 본관점,편의점,193310.6708,453579.9558,,,서울특별시 서대문구 홍은동 356-1번지 명지전문대학 지하1층,37.5846465,126.9251874
1,영업/정상,120855,서울특별시 서대문구 홍제동 156-358,"서울특별시 서대문구 모래내로24길 29, 1층 (홍제동)",3729.0,이마트24 R홍제안산점,편의점,194968.9559,453416.7805,,,서울특별시 서대문구 홍제동 156-358,37.5830383,126.9438294
1,영업/정상,120160,서울특별시 서대문구 대신동 124,"서울특별시 서대문구 봉원사길 19, 1층 101호 (대신동)",3721.0,지에스25 연대대신점,편의점,195185.2934,451689.2499,,,서울특별시 서대문구 대신동 124,37.5674747,126.9462901
1,영업/정상,120-827,서울특별시 서대문구 연희동 151-148 1층,"서울특별시 서대문구 연희로31길 30, 1층 (연희동)",3696.0,지에스25 연희안산점,편의점,194077.8585,452634.0646,,02-332-7413,서울특별시 서대문구 연희동 151-148 1층,37.5759808,126.9337473
1,영업/정상,120758,서울특별시 서대문구 남가좌동 376 현대아파트,"서울특별시 서대문구 모래내로15길 54, 현대아파트 상가2동 1층 105,106호 (남가좌동)",3710.0,세븐일레븐 가재울현대점,편의점,192874.5145,452525.2195,,,서울특별시 서대문구 남가좌동 376 현대아파트,37.5749915,126.920126
1,영업/정상,120100,서울특별시 서대문구 홍은동 453-2 풍림2차아파트 상가 제2층 제241호,"서울특별시 서대문구 세검정로1길 35, 상가동 제2층 제241호 (홍은동, 풍림2차아파트)",3615.0,CU서대문홍은점,편의점,194914.4957,454564.3458,,,서울특별시 서대문구 홍은동 453-2 풍림2차아파트 상가 제2층 제241호,37.5996392,126.9491632
1,영업/정상,120809,서울특별시 서대문구 대현동 104-5 신촌푸르지오시티,"서울특별시 서대문구 신촌역로 7, 신촌푸르지오시티 1층 106,107호 (대현동)",3780.0,(주)엠에프코리아 CU신촌푸르지오점,편의점,194855.9109,450573.6904,,,서울특별시 서대문구 대현동 104-5 신촌푸르지오시티,37.5573978,126.9426564
1,영업/정상,120-843,서울특별시 서대문구 홍은동 13-25 북한산두산위브2차,"서울특별시 서대문구 홍은중앙로1길 100, 1층 101호 (홍은동, 북한산두산위브2차)",3609.0,세븐일레븐 북한산두산위브점,편의점,195014.9267,455298.7733,,,서울특별시 서대문구 홍은동 13-25 북한산두산위브2차,37.5978409,126.9458399
1,영업/정상,120749,서울특별시 서대문구 신촌동 134번지 연세대학교,"서울특별시 서대문구 연세로 50, 연세대학교 제중학사 지하1층 (신촌동)",3722.0,이마트24 연세대 제중법현점,커피숍,194584.9592,451381.5855,,,서울특별시 서대문구 신촌동 134번지 연세대학교,37.5646993,126.9394972
1,영업/정상,120865,서울특별시 서대문구 북아현동 1-452 청산빌딩 1층 일부,"서울특별시 서대문구 북아현로 84, 청산빌딩 1층 일부호 (북아현동)",3748.0,이마트24R서대문북아현점,편의점,195841.6689,451339.0074,,02-312-2122,서울특별시 서대문구 북아현동 1-452 청산빌딩 1층 일부,37.5643223,126.9537216
1,영업/정상,120801,서울특별시 서대문구 남가좌동 50-3 명지대학교,"서울특별시 서대문구 거북골로 34, 명지대학교 행정동 1층 (남가좌동)",3674.0,세븐일레븐 명지대센터점,편의점,193139.5239,453106.0026,,,서울특별시 서대문구 남가좌동 50-3 명지대학교,37.5802263,126.9231205
1,영업/정상,120801,서울특별시 서대문구 남가좌동 50-3 명지대학교,"서울특별시 서대문구 거북골로 34, 명지대학교 기숙사 지2층 (남가좌동)",3674.0,세븐일레븐 명지대기숙사점,편의점,193139.5239,453106.0026,,,서울특별시 서대문구 남가좌동 50-3 명지대학교,37.5802263,126.9231205
1,영업/정상,120845,서울특별시 서대문구 홍은동 202-5 현대상가,"서울특별시 서대문구 연희로41길 4, 현대상가 상가동 1층 110호 (홍은동)",3648.0,지에스25 홍은현대점,편의점,194431.2109,454202.157,,,서울특별시 서대문구 홍은동 202-5 현대상가,37.5901113,126.9377353
1,영업/정상,120834,서울특별시 서대문구 창천동 33-32,"서울특별시 서대문구 연세로7안길 8, 1층 (창천동)",3788.0,씨유 신촌연세로점,편의점,194317.6561,450640.7532,,,서울특별시 서대문구 창천동 33-32,37.5580228,126.9364775
1,영업/정상,121851,서울특별시 마포구 신공덕동 12-6,"서울특별시 마포구 만리재로 45, 2층 201호 (신공덕동)",4209.0,씨유공덕센트럴점,편의점,196009.8974,449247.4471,,,서울특별시 마포구 신공덕동 12-6,37.5454783,126.9556373
1,영업/정상,121855,서울특별시 마포구 신수동 105-86,"서울특별시 마포구 창전로 64, 1층 (신수동)",4098.0,세븐일레븐 광흥창역점,편의점,193999.3135,449536.6423,,02-716-9851,서울특별시 마포구 신수동 105-86,37.5480728,126.9328837
1,영업/정상,121876,서울특별시 마포구 용강동 494-2 VIP빌딩,"서울특별시 마포구 대흥로 14, VIP빌딩 1층 (용강동)",4162.0,지에스25 용강햇살점,편의점,194387.5271,448885.9713,,,서울특별시 마포구 용강동 494-2 VIP빌딩,37.5423176,126.9372876
1,영업/정상,121811,서울특별시 마포구 대흥동 575,"서울특별시 마포구 큰우물로 39-4, 1층 (대흥동)",4152.0,지에스25  대흥큰우물점,기타 휴게음식점,194917.6004,449017.2575,,,서울특별시 마포구 대흥동 575,37.5433988,126.9432788
1,영업/정상,121844,서울특별시 마포구 성산동 113-3 명문빌딩,"서울특별시 마포구 월드컵북로16길 14, 명문빌딩 1층 (성산동)",3978.0,씨유 성산파크점,기타 휴게음식점,192427.7967,451172.6919,,,서울특별시 마포구 성산동 113-3 명문빌딩,37.5628018,126.9150832
1,영업/정상,121850,서울특별시 마포구 성산동 593-3 동우 자인채 스토리 상암,"서울특별시 마포구 월드컵로34길 20, 동우 자인채 스토리 상암 1층 102,103,104호 (성산동)",3938.0,세븐일레븐 성산동우점,편의점,191476.9117,451471.5544,,,서울특별시 마포구 성산동 593-3 동우 자인채 스토리 상암,37.5654861,126.9043173
1,영업/정상,121754,서울특별시 마포구 동교동 165-8번지 LG팰리스빌딩,"서울특별시 마포구 양화로 156, LG팰리스빌딩  1층 111,112호 (동교동)",4050.0,이마트24 홍대LG펠리스점,기타 휴게음식점,193166.4301,450425.8528,,02-332-8604,서울특별시 마포구 동교동 165-8번지 LG팰리스빌딩,37.5560787,126.9234503
1,영업/정상,121812,서울특별시 마포구 도화동 4-39번지 1층,"서울특별시 마포구 새창로 28, 1층 (도화동)",4169.0,세븐일레븐공덕10번출구점,기타 휴게음식점,195770.4556,448823.1237,,,서울특별시 마포구 도화동 4-39번지 1층,37.541654,126.9529303
1,영업/정상,121871,서울특별시 마포구 염리동 45번지 마포자이3차 1층,"서울특별시 마포구 숭문길 98, 1층 (염리동, 마포자이3차)",4127.0,씨유 마포자이3차,편의점,195378.14,449771.4993,,,서울특별시 마포구 염리동 45번지 마포자이3차 1층,37.5501419,126.9484552
1,영업/정상,121-904,서울특별시 마포구 상암동 1689 상암월드컵파크 6단지,"서울특별시 마포구 상암산로1길 55, 상암월드컵파크 6단지 상가동 1층 105호 (상암동)",3905.0,세븐일레븐 상암월드컵단지점,기타 휴게음식점,189706.4002,453064.2486,,,서울특별시 마포구 상암동 1689 상암월드컵파크 6단지,37.57981789999999,126.8842548
1,영업/정상,121826,서울특별시 마포구 망원동 473-2번지 c 상가주택 1층,"서울특별시 마포구 월드컵로31길 11, c 상가주택 1층 (망원동)",3961.0,CU 마포망원,기타 휴게음식점,191456.0622,451034.2724,,,서울특별시 마포구 망원동 473-2번지 c 상가주택 1층,37.5615461,126.9040864
1,영업/정상,121848,서울특별시 마포구 성산동 260-39번지,"서울특별시 마포구 월드컵로 126, 1층 (성산동)",3970.0,지에스25망원중앙점,편의점,191736.0258,450811.3712,,02-3144-6683,서울특별시 마포구 성산동 260-39번지,37.5595404,126.9072576
1,영업/정상,121-893,서울특별시 마포구 서교동 394-25 동양한강트레벨,"서울특별시 마포구 양화로 56, 동양한강트레벨 1층 101호 (서교동)",4045.0,세븐일레븐 합정역점,기타 휴게음식점,192402.4686,449701.625,,,서울특별시 마포구 서교동 394-25 동양한강트레벨,37.5497249,126.915015
1,영업/정상,121842,서울특별시 마포구 서교동 458-22 광남벨라스2차아파트,"서울특별시 마포구 월드컵북로5길 68, 1층 107호 (서교동, 광남벨라스2차아파트)",4002.0,이마트24 서교중앙점,편의점,192429.0042,450436.0821,,,서울특별시 마포구 서교동 458-22 광남벨라스2차아파트,37.556165,126.9151045
1,영업/정상,121847,서울특별시 마포구 성산동 252-2번지 청우빌딩,"서울특별시 마포구 월드컵로26길 6, 1층 (성산동)",3971.0,씨유성산행복점,기타 휴게음식점,191816.4716,450732.7842,,,서울특별시 마포구 성산동 252-2번지 청우빌딩,37.5588311,126.908177
1,영업/정상,121839,서울특별시 마포구 서교동 393-5번지,"서울특별시 마포구 양화로 59, 1층 (서교동)",4037.0,GS25합정본점,기타 휴게음식점,192407.8562,449823.0624,,02-322-2892,서울특별시 마포구 서교동 393-5번지,37.5506416,126.9148716
1,영업/정상,121742,서울특별시 마포구 신수동 1-1번지 서강대학교,"서울특별시 마포구 백범로 35, 서강대학교 1층 106호 (신수동)",4107.0,지에스25뉴서강대학사점,편의점,194564.2772,449886.7004,,,서울특별시 마포구 신수동 1-1번지 서강대학교,37.5512304,126.9392743
1,영업/정상,121904,서울특별시 마포구 상암동 1674번지,"서울특별시 마포구 월드컵로42길 14 (상암동, 8단지상가101호일부)",3906.0,지에스(GS)25상암8단지,편의점,189586.4938,452818.681,,,서울특별시 마포구 상암동 1674번지,37.577604,126.8829009
1,영업/정상,121874,서울특별시 마포구 염리동 168-9,"서울특별시 마포구 독막로 311 (염리동, 지하1층일부)",4156.0,씨유 재화스퀘어점,편의점,195292.9726,449083.0603,,,서울특별시 마포구 염리동 168-9,37.5439937,126.9475258
1,영업/정상,121826,서울특별시 마포구 망원동 470-3번지,"서울특별시 마포구 방울내로9안길 1 (망원동, 1층일부)",3961.0,지에스25망원마젤린점,일반조리판매,191346.2864,451063.2158,,,서울특별시 마포구 망원동 470-3번지,37.56180579999999,126.9028436
1,영업/정상,121-806,서울특별시 마포구 노고산동 31-11 신촌역 78번 출구하,"서울특별시 마포구 신촌로 지하 90 (노고산동, 신촌역 78번 출구하)",4058.0,세븐일레븐M신촌역점,편의점,194413.1698,450268.8346,,02-328-4819,서울특별시 마포구 노고산동 31-11 신촌역 78번 출구하,37.5546725,126.9375613
1,영업/정상,121917,서울특별시 마포구 성산동 667번지,"서울특별시 마포구 모래내로9길 6 (성산동, 편의점내)",3952.0,이마트24성산아이파크점,편의점,192376.3714,451698.5238,,,서울특별시 마포구 성산동 667번지,37.5675391,126.9144956
